CT;Date;Time_of_Day;Site;forest_d;forest_g;forest_a;sec_veg;savanna;crops;pasture;d_river;d_streams;d_roads;d_crops;Datetime;Hour;HourRadians
CT100;2023-07-10;3:31:00;Puerto Gaitán;0;13.518077;0;0;87.145659;0;0;0;20.227298;399.989261;3293.826543;2023-07-10 03:31:00;3.516666667;0.92066118
CT101;2023-08-10;3:39:00;Puerto Gaitán;0;17.416051;0;0;83.247676;0;0;0;31.452337;334.194973;3080.550802;2023-08-10 03:39:00;3.65;0.955567765
CT102;2023-13-10;2:05:00;Puerto Gaitán;0;35.75315;0;0;23.157259;12.116279;29.637038;0;91.467397;674.502591;167.708751;;;
CT103;2023-26-10;21:44:00;Puerto Gaitán;0;5.757327;0;0;34.16157;71.747126;0;0;23.33919;276.402693;0;;;
CT104;2023-26-10;22:40:00;Puerto Gaitán;0;13.649333;0;0;74.713616;12.30536;0;0;125.364792;373.649318;0;;;
CT105;2023-16-11;3:16:00;Puerto Gaitán;0;18.272908;0;0;75.1875;7.207337;0;0;37.898399;1150.622067;196.160335;;;
CT106;2023-28-11;18:01:00;Puerto Gaitán;0;19.18836;0;0;81.478397;0;0;0;11.336178;1790.782707;1164.292164;;;
CT107;2023-07-10;19:39:00;Puerto Gaitán;0;17.605691;0;0;83.060489;0;0;0;34.897646;1212.748768;1592.399592;2023-07-10 19:39:00;19.65;5.14435797
CT108;2023-13-11;18:40:00;Puerto Gaitán;0;30.705576;0;0;69.964734;0;0;0;4.890116;767.303656;542.580598;;;
CT109;2023-23-11;12:33:00;Puerto Gaitán;0;14.401418;0;0;83.673536;2.59166;0;0;36.564731;540.468957;22.894634;;;
CT110;2023-11-10;6:53:00;Puerto Gaitán;0;19.114396;0;0;68.729372;12.823264;0;0;28.451584;1488.929183;41.677125;2023-11-10 06:53:00;6.883333333;1.802052453
CT111;2023-05-10;22:13:00;Puerto Gaitán;0;4.757327;0;0;44.16157;51.747126;0;0;37.453843;1455.142927;12.780985;2023-05-10 22:13:00;22.21666667;5.816309732
CT10;2021-12-04;18:29:52;Puerto Rondón;80.920482;0;0;0;17.65235;0;0;132.922244;244.283522;323.081073;0;2021-12-04 18:29:52;18.49777778;4.842706898
CT10;2021-12-04;18:29:54;Puerto Rondón;80.920482;0;0;0;17.65235;0;0;132.922244;244.283522;323.081073;0;2021-12-04 18:29:54;18.49833333;4.842852342
CT11;2021-11-15;23:26:43;Puerto Rondón;88.54239;0;0;0;11.346134;0;0;257.953619;407.991269;819.205569;0;2021-11-15 23:26:43;23.44527778;6.137959369
CT11;2021-11-15;23:26:44;Puerto Rondón;88.54239;0;0;0;11.346134;0;0;257.953619;407.991269;819.205569;0;2021-11-15 23:26:44;23.44555556;6.138032091
CT11;2021-11-20;5:06:42;Puerto Rondón;88.54239;0;0;0;11.346134;0;0;257.953619;407.991269;819.205569;0;2021-11-20 05:06:42;5.111666667;1.338231204
CT11;2021-11-20;5:06:43;Puerto Rondón;88.54239;0;0;0;11.346134;0;0;257.953619;407.991269;819.205569;0;2021-11-20 05:06:43;5.111944444;1.338303926
CT11;2021-11-21;1:27:45;Puerto Rondón;88.54239;0;0;0;11.346134;0;0;257.953619;407.991269;819.205569;0;2021-11-21 01:27:45;1.4625;0.382881605
CT11;2021-11-21;1:27:46;Puerto Rondón;88.54239;0;0;0;11.346134;0;0;257.953619;407.991269;819.205569;0;2021-11-21 01:27:46;1.462777778;0.382954327
CT11;2021-11-26;2:07:08;Puerto Rondón;88.54239;0;0;0;11.346134;0;0;257.953619;407.991269;819.205569;0;2021-11-26 02:07:08;2.118888889;0.554723814
CT11;2021-11-26;2:07:09;Puerto Rondón;88.54239;0;0;0;11.346134;0;0;257.953619;407.991269;819.205569;0;2021-11-26 02:07:09;2.119166667;0.554796536
CT11;2021-12-01;23:12:33;Puerto Rondón;88.54239;0;0;0;11.346134;0;0;257.953619;407.991269;819.205569;0;2021-12-01 23:12:33;23.20916667;6.076145625
CT11;2021-12-01;23:12:34;Puerto Rondón;88.54239;0;0;0;11.346134;0;0;257.953619;407.991269;819.205569;0;2021-12-01 23:12:34;23.20944444;6.076218347
CT11;2021-12-02;2:22:42;Puerto Rondón;88.54239;0;0;0;11.346134;0;0;257.953619;407.991269;819.205569;0;2021-12-02 02:22:42;2.378333333;0.622646211
CT11;2021-12-02;2:22:43;Puerto Rondón;88.54239;0;0;0;11.346134;0;0;257.953619;407.991269;819.205569;0;2021-12-02 02:22:43;2.378611111;0.622718933
CT11;2021-12-04;22:58:17;Puerto Rondón;88.54239;0;0;0;11.346134;0;0;257.953619;407.991269;819.205569;0;2021-12-04 22:58:17;22.97138889;6.013895548
CT11;2021-12-04;22:58:18;Puerto Rondón;88.54239;0;0;0;11.346134;0;0;257.953619;407.991269;819.205569;0;2021-12-04 22:58:18;22.97166667;6.01396827
CT11;2021-12-09;0:29:02;Puerto Rondón;88.54239;0;0;0;11.346134;0;0;257.953619;407.991269;819.205569;0;2021-12-09 00:29:02;0.483888889;0.126681815
CT11;2021-12-09;0:29:03;Puerto Rondón;88.54239;0;0;0;11.346134;0;0;257.953619;407.991269;819.205569;0;2021-12-09 00:29:03;0.484166667;0.126754537
CT11;2021-12-11;9:57:05;Puerto Rondón;88.54239;0;0;0;11.346134;0;0;257.953619;407.991269;819.205569;0;2021-12-11 09:57:05;9.951388889;2.605267519
CT11;2021-12-11;9:57:07;Puerto Rondón;88.54239;0;0;0;11.346134;0;0;257.953619;407.991269;819.205569;0;2021-12-11 09:57:07;9.951944444;2.605412963
CT11;2021-12-17;5:19:12;Puerto Rondón;88.54239;0;0;0;11.346134;0;0;257.953619;407.991269;819.205569;0;2021-12-17 05:19:12;5.32;1.392772743
CT11;2021-12-17;5:19:13;Puerto Rondón;88.54239;0;0;0;11.346134;0;0;257.953619;407.991269;819.205569;0;2021-12-17 05:19:13;5.320277778;1.392845465
CT11;2021-12-18;0:59:45;Puerto Rondón;88.54239;0;0;0;11.346134;0;0;257.953619;407.991269;819.205569;0;2021-12-18 00:59:45;0.995833333;0.260708557
CT11;2021-12-18;0:59:47;Puerto Rondón;88.54239;0;0;0;11.346134;0;0;257.953619;407.991269;819.205569;0;2021-12-18 00:59:47;0.996388889;0.260854001
CT11;2021-12-18;17:05:05;Puerto Rondón;88.54239;0;0;0;11.346134;0;0;257.953619;407.991269;819.205569;0;2021-12-18 17:05:05;17.08472222;4.472769818
CT11;2021-12-18;17:05:06;Puerto Rondón;88.54239;0;0;0;11.346134;0;0;257.953619;407.991269;819.205569;0;2021-12-18 17:05:06;17.085;4.472842541
CT11;2021-12-20;17:51:26;Puerto Rondón;88.54239;0;0;0;11.346134;0;0;257.953619;407.991269;819.205569;0;2021-12-20 17:51:26;17.85722222;4.675009846
CT11;2021-12-20;17:51:27;Puerto Rondón;88.54239;0;0;0;11.346134;0;0;257.953619;407.991269;819.205569;0;2021-12-20 17:51:27;17.8575;4.675082568
CT11;2021-12-23;3:46:33;Puerto Rondón;88.54239;0;0;0;11.346134;0;0;257.953619;407.991269;819.205569;0;2021-12-23 03:46:33;3.775833333;0.988510855
CT11;2021-12-23;3:46:34;Puerto Rondón;88.54239;0;0;0;11.346134;0;0;257.953619;407.991269;819.205569;0;2021-12-23 03:46:34;3.776111111;0.988583577
CT11;2021-12-25;3:45:39;Puerto Rondón;88.54239;0;0;0;11.346134;0;0;257.953619;407.991269;819.205569;0;2021-12-25 03:45:39;3.760833333;0.984583864
CT15;2021-12-18;3:01:22;Puerto Rondón;50.423297;0;0;0;36.487496;0;0;50.790523;52.23533;912.228912;0;2021-12-18 03:01:22;3.022777778;0.791361372
CT15;2021-12-18;3:01:23;Puerto Rondón;50.423297;0;0;0;36.487496;0;0;50.790523;52.23533;912.228912;0;2021-12-18 03:01:23;3.023055556;0.791434094
CT15;2021-12-19;1:23:48;Puerto Rondón;50.423297;0;0;0;36.487496;0;0;50.790523;52.23533;912.228912;0;2021-12-19 01:23:48;1.396666667;0.365646478
CT15;2021-12-19;1:23:49;Puerto Rondón;50.423297;0;0;0;36.487496;0;0;50.790523;52.23533;912.228912;0;2021-12-19 01:23:49;1.396944444;0.3657192
CT33;2021-11-27;3:57:28;Puerto Rondón;88.226453;0;0;0;6.611587;0;0;543.025154;57.125446;1033.037005;0;2021-11-27 03:57:28;3.957777778;1.036143799
CT33;2021-11-27;3:57:29;Puerto Rondón;88.226453;0;0;0;6.611587;0;0;543.025154;57.125446;1033.037005;0;2021-11-27 03:57:29;3.958055556;1.036216521
CT33;2021-11-27;3:57:30;Puerto Rondón;88.226453;0;0;0;6.611587;0;0;543.025154;57.125446;1033.037005;0;2021-11-27 03:57:30;3.958333333;1.036289243
CT33;2021-12-07;18:05:00;Puerto Rondón;88.226453;0;0;0;6.611587;0;0;543.025154;57.125446;1033.037005;0;2021-12-07 18:05:00;18.08333333;4.734205596
CT45;2021-11-20;15:25:20;Puerto Rondón;67.816266;0;0;0;26.303913;0;0;15.781738;118.140757;1767.1101;0;2021-11-20 15:25:20;15.42222222;4.037528336
CT45;2021-11-20;15:26:01;Puerto Rondón;67.816266;0;0;0;26.303913;0;0;15.781738;118.140757;1767.1101;0;2021-11-20 15:26:01;15.43361111;4.04050994
CT45;2021-11-21;16:34:07;Puerto Rondón;67.816266;0;0;0;26.303913;0;0;15.781738;118.140757;1767.1101;0;2021-11-21 16:34:07;16.56861111;4.337652246
CT45;2021-11-21;16:34:08;Puerto Rondón;67.816266;0;0;0;26.303913;0;0;15.781738;118.140757;1767.1101;0;2021-11-21 16:34:08;16.56888889;4.337724968
CT45;2021-11-21;22:57:40;Puerto Rondón;67.816266;0;0;0;26.303913;0;0;15.781738;118.140757;1767.1101;0;2021-11-21 22:57:40;22.96111111;6.011204832
CT45;2021-11-21;22:57:41;Puerto Rondón;67.816266;0;0;0;26.303913;0;0;15.781738;118.140757;1767.1101;0;2021-11-21 22:57:41;22.96138889;6.011277554
CT45;2021-11-27;5:54:14;Puerto Rondón;67.816266;0;0;0;26.303913;0;0;15.781738;118.140757;1767.1101;0;2021-11-27 05:54:14;5.903888889;1.545634497
CT45;2021-11-27;5:54:15;Puerto Rondón;67.816266;0;0;0;26.303913;0;0;15.781738;118.140757;1767.1101;0;2021-11-27 05:54:15;5.904166667;1.545707219
CT46;2021-11-14;11:59:38;Puerto Rondón;43.938687;0;0;0;47.713008;0;0;83.798806;630.046991;2185.992991;0;2021-11-14 11:59:38;11.99388889;3.139992768
CT46;2021-11-14;11:59:39;Puerto Rondón;43.938687;0;0;0;47.713008;0;0;83.798806;630.046991;2185.992991;0;2021-11-14 11:59:39;11.99416667;3.14006549
CT46;2021-11-14;12:25:31;Puerto Rondón;43.938687;0;0;0;47.713008;0;0;83.798806;630.046991;2185.992991;0;2021-11-14 12:25:31;12.42527778;3.252930115
CT46;2021-11-14;12:25:32;Puerto Rondón;43.938687;0;0;0;47.713008;0;0;83.798806;630.046991;2185.992991;0;2021-11-14 12:25:32;12.42555556;3.253002838
CT46;2021-11-23;15:05:14;Puerto Rondón;43.938687;0;0;0;47.713008;0;0;83.798806;630.046991;2185.992991;0;2021-11-23 15:05:14;15.08722222;3.949825541
CT46;2021-11-23;15:05:23;Puerto Rondón;43.938687;0;0;0;47.713008;0;0;83.798806;630.046991;2185.992991;0;2021-11-23 15:05:23;15.08972222;3.95048004
CT46;2021-12-11;4:33:03;Puerto Rondón;43.938687;0;0;0;47.713008;0;0;83.798806;630.046991;2185.992991;0;2021-12-11 04:33:03;4.550833333;1.191405381
CT46;2021-12-11;4:33:04;Puerto Rondón;43.938687;0;0;0;47.713008;0;0;83.798806;630.046991;2185.992991;0;2021-12-11 04:33:04;4.551111111;1.191478103
CT46;2021-12-17;5:22:59;Puerto Rondón;43.938687;0;0;0;47.713008;0;0;83.798806;630.046991;2185.992991;0;2021-12-17 05:22:59;5.383055556;1.409280649
CT46;2021-12-17;5:22:59;Puerto Rondón;43.938687;0;0;0;47.713008;0;0;83.798806;630.046991;2185.992991;0;2021-12-17 05:22:59;5.383055556;1.409280649
CT46;2021-12-26;13:46:06;Puerto Rondón;43.938687;0;0;0;47.713008;0;0;83.798806;630.046991;2185.992991;0;2021-12-26 13:46:06;13.76833333;3.604541238
CT46;2021-12-26;13:47:23;Puerto Rondón;43.938687;0;0;0;47.713008;0;0;83.798806;630.046991;2185.992991;0;2021-12-26 13:47:23;13.78972222;3.610140836
CT46;2022-01-01;15:14:12;Puerto Rondón;43.938687;0;0;0;47.713008;0;0;83.798806;630.046991;2185.992991;0;2022-01-01 15:14:12;15.23666667;3.988950005
CT46;2022-01-04;4:35:45;Puerto Rondón;43.938687;0;0;0;47.713008;0;0;83.798806;630.046991;2185.992991;0;2022-01-04 04:35:45;4.595833333;1.203186353
CT46;2022-01-04;4:35:46;Puerto Rondón;43.938687;0;0;0;47.713008;0;0;83.798806;630.046991;2185.992991;0;2022-01-04 04:35:46;4.596111111;1.203259075
CT46;2022-01-09;17:52:50;Puerto Rondón;43.938687;0;0;0;47.713008;0;0;83.798806;630.046991;2185.992991;0;2022-01-09 17:52:50;17.88055556;4.681118498
CT46;2022-01-09;17:52:51;Puerto Rondón;43.938687;0;0;0;47.713008;0;0;83.798806;630.046991;2185.992991;0;2022-01-09 17:52:51;17.88083333;4.68119122
CT47;2021-11-14;6:51:00;Puerto Rondón;36.836667;0;0;0;52.590537;0;0;57.681141;1748.994443;2950.518172;0;2021-11-14 06:51:00;6.85;1.793325806
CT47;2021-11-14;6:51:01;Puerto Rondón;36.836667;0;0;0;52.590537;0;0;57.681141;1748.994443;2950.518172;0;2021-11-14 06:51:01;6.850277778;1.793398528
CT47;2021-11-16;5:09:28;Puerto Rondón;36.836667;0;0;0;52.590537;0;0;57.681141;1748.994443;2950.518172;0;2021-11-16 05:09:28;5.157777778;1.350303065
CT47;2021-11-16;5:09:33;Puerto Rondón;36.836667;0;0;0;52.590537;0;0;57.681141;1748.994443;2950.518172;0;2021-11-16 05:09:33;5.159166667;1.350666675
CT48;2021-11-18;20:20:31;Puerto Rondón;22.683733;0;0;0;70.057025;0;0;87.466393;3016.757016;2497.29333;0;2021-11-18 20:20:31;20.34194444;5.325508602
CT48;2021-11-18;20:20:32;Puerto Rondón;22.683733;0;0;0;70.057025;0;0;87.466393;3016.757016;2497.29333;0;2021-11-18 20:20:32;20.34222222;5.325581324
CT51;2021-12-05;0:38:57;Puerto Rondón;83.862666;0;0;0;16.025842;0;0;60.793033;405.65735;531.688976;0;2021-12-05 00:38:57;0.649166667;0.169951436
CT52;2021-11-26;1:23:07;Puerto Rondón;86.33691;0;0;0;0.817691;0;0;187.158076;459.448626;3320.388764;0;2021-11-26 01:23:07;1.385277778;0.362664874
CT52;2021-11-26;1:23:08;Puerto Rondón;86.33691;0;0;0;0.817691;0;0;187.158076;459.448626;3320.388764;0;2021-11-26 01:23:08;1.385555556;0.362737596
CT52;2021-11-28;2:24:43;Puerto Rondón;86.33691;0;0;0;0.817691;0;0;187.158076;459.448626;3320.388764;0;2021-11-28 02:24:43;2.411944444;0.631445579
CT52;2021-11-28;2:24:44;Puerto Rondón;86.33691;0;0;0;0.817691;0;0;187.158076;459.448626;3320.388764;0;2021-11-28 02:24:44;2.412222222;0.631518301
CT52;2021-11-30;20:49:32;Puerto Rondón;86.33691;0;0;0;0.817691;0;0;187.158076;459.448626;3320.388764;0;2021-11-30 20:49:32;20.82555556;5.452117695
CT52;2021-11-30;20:49:34;Puerto Rondón;86.33691;0;0;0;0.817691;0;0;187.158076;459.448626;3320.388764;0;2021-11-30 20:49:34;20.82611111;5.452263139
CT52;2021-12-02;0:14:56;Puerto Rondón;86.33691;0;0;0;0.817691;0;0;187.158076;459.448626;3320.388764;0;2021-12-02 00:14:56;0.248888889;0.065158959
CT52;2021-12-02;0:14:57;Puerto Rondón;86.33691;0;0;0;0.817691;0;0;187.158076;459.448626;3320.388764;0;2021-12-02 00:14:57;0.249166667;0.065231681
CT52;2021-12-04;3:17:43;Puerto Rondón;86.33691;0;0;0;0.817691;0;0;187.158076;459.448626;3320.388764;0;2021-12-04 03:17:43;3.295277778;0.862701705
CT52;2021-12-04;3:17:44;Puerto Rondón;86.33691;0;0;0;0.817691;0;0;187.158076;459.448626;3320.388764;0;2021-12-04 03:17:44;3.295555556;0.862774427
CT52;2021-12-04;3:19:24;Puerto Rondón;86.33691;0;0;0;0.817691;0;0;187.158076;459.448626;3320.388764;0;2021-12-04 03:19:24;3.323333333;0.870046632
CT52;2021-12-04;3:19:25;Puerto Rondón;86.33691;0;0;0;0.817691;0;0;187.158076;459.448626;3320.388764;0;2021-12-04 03:19:25;3.323611111;0.870119354
CT52;2021-12-04;20:47:56;Puerto Rondón;86.33691;0;0;0;0.817691;0;0;187.158076;459.448626;3320.388764;0;2021-12-04 20:47:56;20.79888889;5.445136378
CT52;2021-12-04;20:47:57;Puerto Rondón;86.33691;0;0;0;0.817691;0;0;187.158076;459.448626;3320.388764;0;2021-12-04 20:47:57;20.79916667;5.4452091
CT52;2021-12-06;1:58:34;Puerto Rondón;86.33691;0;0;0;0.817691;0;0;187.158076;459.448626;3320.388764;0;2021-12-06 01:58:34;1.976111111;0.517344679
CT52;2021-12-06;1:58:35;Puerto Rondón;86.33691;0;0;0;0.817691;0;0;187.158076;459.448626;3320.388764;0;2021-12-06 01:58:35;1.976388889;0.517417401
CT86;2021-11-22;4:01:49;Puerto Rondón;38.045911;0;0;0;50.476477;0;0;82.020582;715.512882;1043.372932;0;2021-11-22 04:01:49;4.030277778;1.055124255
CT86;2021-11-22;4:01:51;Puerto Rondón;38.045911;0;0;0;50.476477;0;0;82.020582;715.512882;1043.372932;0;2021-11-22 04:01:51;4.030833333;1.055269699
CT86;2021-11-22;4:34:50;Puerto Rondón;38.045911;0;0;0;50.476477;0;0;82.020582;715.512882;1043.372932;0;2021-11-22 04:34:50;4.580555556;1.19918664
CT86;2021-11-22;4:34:52;Puerto Rondón;38.045911;0;0;0;50.476477;0;0;82.020582;715.512882;1043.372932;0;2021-11-22 04:34:52;4.581111111;1.199332084
CT87;2021-11-16;23:27:40;Puerto Rondón;63.980888;0;0;0;25.945485;0;0;29.118418;1801.56319;2130.868047;0;2021-11-16 23:27:40;23.46111111;6.142104526
CT87;2021-11-16;23:27:41;Puerto Rondón;63.980888;0;0;0;25.945485;0;0;29.118418;1801.56319;2130.868047;0;2021-11-16 23:27:41;23.46138889;6.142177248
CT87;2021-11-17;1:36:59;Puerto Rondón;63.980888;0;0;0;25.945485;0;0;29.118418;1801.56319;2130.868047;0;2021-11-17 01:36:59;1.616388889;0.423169622
CT87;2021-11-17;1:37:01;Puerto Rondón;63.980888;0;0;0;25.945485;0;0;29.118418;1801.56319;2130.868047;0;2021-11-17 01:37:01;1.616944444;0.423315066
CT87;2021-11-26;22:14:30;Puerto Rondón;63.980888;0;0;0;25.945485;0;0;29.118418;1801.56319;2130.868047;0;2021-11-26 22:14:30;22.24166667;5.822854717
CT87;2021-11-30;18:57:33;Puerto Rondón;63.980888;0;0;0;25.945485;0;0;29.118418;1801.56319;2130.868047;0;2021-11-30 18:57:33;18.95916667;4.963498227
CT87;2021-11-30;18:57:38;Puerto Rondón;63.980888;0;0;0;25.945485;0;0;29.118418;1801.56319;2130.868047;0;2021-11-30 18:57:38;18.96055556;4.963861837
CT87;2021-12-28;20:08:30;Puerto Rondón;63.980888;0;0;0;25.945485;0;0;29.118418;1801.56319;2130.868047;0;2021-12-28 20:08:30;20.14166667;5.273076003
CT87;2021-12-28;20:08:32;Puerto Rondón;63.980888;0;0;0;25.945485;0;0;29.118418;1801.56319;2130.868047;0;2021-12-28 20:08:32;20.14222222;5.273221447
CT88;2021-11-16;23:27:36;Puerto Rondón;59.529847;0;0;0;19.621765;0;0;132.922244;1903.922209;2927.178982;0;2021-11-16 23:27:36;23.46;6.141813638
CT88;2021-11-16;23:27:37;Puerto Rondón;59.529847;0;0;0;19.621765;0;0;132.922244;1903.922209;2927.178982;0;2021-11-16 23:27:37;23.46027778;6.14188636
CT88;2021-11-17;1:36:59;Puerto Rondón;59.529847;0;0;0;19.621765;0;0;132.922244;1903.922209;2927.178982;0;2021-11-17 01:36:59;1.616388889;0.423169622
CT88;2021-11-17;1:37:01;Puerto Rondón;59.529847;0;0;0;19.621765;0;0;132.922244;1903.922209;2927.178982;0;2021-11-17 01:37:01;1.616944444;0.423315066
CT88;2021-11-30;18:57:38;Puerto Rondón;59.529847;0;0;0;19.621765;0;0;132.922244;1903.922209;2927.178982;0;2021-11-30 18:57:38;18.96055556;4.963861837
CT88;2021-11-30;18:57:39;Puerto Rondón;59.529847;0;0;0;19.621765;0;0;132.922244;1903.922209;2927.178982;0;2021-11-30 18:57:39;18.96083333;4.963934559
CT88;2021-12-04;3:16:32;Puerto Rondón;59.529847;0;0;0;19.621765;0;0;132.922244;1903.922209;2927.178982;0;2021-12-04 03:16:32;3.275555556;0.857538439
CT88;2021-12-04;3:16:33;Puerto Rondón;59.529847;0;0;0;19.621765;0;0;132.922244;1903.922209;2927.178982;0;2021-12-04 03:16:33;3.275833333;0.857611161
CT88;2021-12-28;20:08:30;Puerto Rondón;59.529847;0;0;0;19.621765;0;0;132.922244;1903.922209;2927.178982;0;2021-12-28 20:08:30;20.14166667;5.273076003
CT88;2021-12-28;20:08:32;Puerto Rondón;59.529847;0;0;0;19.621765;0;0;132.922244;1903.922209;2927.178982;0;2021-12-28 20:08:32;20.14222222;5.273221447
CT29;2021-11-13;18:48:27;Puerto Rondón;78.028387;0;0;0;5.440998;0;0;46.344963;756.523173;519.685964;0;2021-11-13 18:48:27;18.8075;4.923791986
CT29;2021-11-13;18:48:29;Puerto Rondón;78.028387;0;0;0;5.440998;0;0;46.344963;756.523173;519.685964;0;2021-11-13 18:48:29;18.80805556;4.92393743
CT29;2021-11-27;18:04:22;Puerto Rondón;78.028387;0;0;0;5.440998;0;0;46.344963;756.523173;519.685964;0;2021-11-27 18:04:22;18.07277778;4.731442158
CT29;2021-11-27;18:04:23;Puerto Rondón;78.028387;0;0;0;5.440998;0;0;46.344963;756.523173;519.685964;0;2021-11-27 18:04:23;18.07305556;4.73151488
CT95;2021-12-19;14:07:59;Puerto Rondón;70.791158;0;0;0;28.381646;0;0;100.358517;2321.582571;3243.813993;0;2021-12-19 14:07:59;14.13305556;3.700025292
CT95;2021-12-19;14:08:00;Puerto Rondón;70.791158;0;0;0;28.381646;0;0;100.358517;2321.582571;3243.813993;0;2021-12-19 14:08:00;14.13333333;3.700098014
CT95;2021-12-20;3:35:28;Puerto Rondón;70.791158;0;0;0;28.381646;0;0;100.358517;2321.582571;3243.813993;0;2021-12-20 03:35:28;3.591111111;0.94015069
CT95;2021-12-20;3:35:30;Puerto Rondón;70.791158;0;0;0;28.381646;0;0;100.358517;2321.582571;3243.813993;0;2021-12-20 03:35:30;3.591666667;0.940296135
CT95;2022-01-01;1:30:50;Puerto Rondón;70.791158;0;0;0;28.381646;0;0;100.358517;2321.582571;3243.813993;0;2022-01-01 01:30:50;1.513888889;0.396335184
CT95;2022-01-01;1:31:16;Puerto Rondón;70.791158;0;0;0;28.381646;0;0;100.358517;2321.582571;3243.813993;0;2022-01-01 01:31:16;1.521111111;0.398225958
